"","company_name","investor_name"
"20355","SureCash","The Osiris Group"
"20356","SureID","Goldman Sachs"
"20357","Sureline Systems","Unigen"
"20358","Surface Oncology","Atlas Venture"
"20359","Surface Oncology","F-Prime Capital Partners"
"20360","Surface Oncology","Lilly Ventures"
"20361","Surface Oncology","New Enterprise Associates"
"20362","Surfline Communications","DEG"
"20363","Surfline Communications","Vantage Capital"
"20364","Surgery Academy","Emerge Education"
"20365","Surgical Theater","HTC Corp"
"20366","Surgical Theater","Shanghai Creation Investment Management Co"
"20367","Survata","Alexis Ohanian"
"20368","Survata","Bloomberg Beta"
"20369","Survata","Garry Tan"
"20370","Survata","IDG Ventures USA"
"20371","Survela","Adara Ventures"
"20372","Survela","Benhamou Global Ventures"
"20373","Survela","Trident Capital"
"20374","Surveypal","Ari Korhonen"
"20375","Surveypal","Finnvera Venture Capital"
"20376","Surveypal","Vendep Fund"
"20377","Sustain","The R-Group, LLC"
"20378","Sustainer Homes","Startupbootcamp"
"20379","SutroVax","Abingworth"
"20380","SutroVax","CTI Life Sciences Fund"
"20381","SutroVax","Longitude Capital"
"20382","SutroVax","Roche Venture Fund"
"20383","SVBio","Mayo Medical Ventures"
"20384","SVBio","MayoClinic"
"20385","SVBio","Sequoia Capital"
"20386","Svelte Medical Systems","CNF Investments, LLC"
"20387","Svelte Medical Systems","New Science Ventures"
"20388","SVR Tracking","ET Capital Partners"
"20389","Swajal","Abhishek Gupta"
"20390","Swajal","Saurya EnerTech"
"20391","Swallow Solutions","NEW Capital Fund"
"20392","Swallow Solutions","Venture Management"
"20393","Swallow Solutions","Wisconsin Investment Partners"
"20394","Swan Global Investments","FTV Capital"
"20395","Swan Solutions","SeedSumo"
"20396","Swap.com (Netcycler Inc.)","Cleantech Invest"
"20397","Swapbox","Base Ventures"
"20398","Swapbox","Erik Moore"
"20399","Swapbox","Fuel Capital"
"20400","Swapbox","Tony Hsieh"
"20401","Swapbox","Y Combinator"
"20402","Swapp","StartLabs"
"20403","Swappaholics","TURN8 Seed Accelerator"
"20404","Swarm64","Alliance Venture"
"20405","Swarm64","Investinor"
"20406","Swarm64","Target Partners"
"20407","Sweaty Betty","Catterton Partners"
"20408","Sweepest","Audrius G."
"20409","SweepSouth","Africa Angels Network"
"20410","SweepSouth","Llew Claasen"
"20411","SweepSouth","Polo Leteka"
"20412","SweepSouth","Pule Taukobong"
"20413","SweepSouth","Vinny Lingham"
"20414","Sweetch","SeedIL Investment Club"
"20415","Sweeten","Gotham Gal Ventures"
"20416","Sweeten","Navitas Capital"
"20417","Sweeten","Overnight Capital"
"20418","Sweetgreen","Revolution LLC"
"20419","Sweetgreen","Steve Case"
"20420","Sweetgreen","T. Rowe Price"
"20421","Sweetgreen","Ted Leonsis"
"20422","SweetIQ Analytics","Desjardins-Innovatech"
"20423","SweetIQ Analytics","Plaza Ventures"
"20424","SweetIQ Analytics","Real Ventures"
"20425","SweetIQ Analytics","Retail Group"
"20426","SweetIQ Analytics","Rothenberg Ventures"
"20427","Sweetist","Entrepreneurs Roundtable Accelerator"
"20428","Sweetwater Beverage","Velocity Indiana"
"20429","Sweigh","Charles F. Dolan"
"20430","Sweigh","Juster Group"
"20431","Sweigh","Kelson Group"
"20432","SwervePay, LLC.","Jim Sohr"
"20433","SwervePay, LLC.","Mandell Ventures, LLC"
"20434","Swiftcourt","Seed Capital"
"20435","swiftQueue","Enterprise Ireland"
"20436","swiftQueue","Kernel Capital"
"20437","swiftQueue","Seed and Early Stage Fund"
"20438","Swiftype","New Enterprise Associates"
"20439","Swiggy","Accel"
"20440","Swiggy","Norwest Venture Partners - NVP"
"20441","Swiggy","SAIF Partners"
"20442","SWIIM System","goFARM Australia"
"20443","Swipe.to","Passion Capital"
"20444","Swipe.to","Playfair Capital"
"20445","SwipeLoyalty","Flashpoint at Georgia Tech"
"20446","SwipeLoyalty","Sig Mosley"
"20447","Swipesense","New Ground Ventures"
"20448","Swirl Networks","Hearst Ventures"
"20449","Swirl Networks","Longworth Venture Partners"
"20450","Swirl Networks","Simon Venture Group"
"20451","Swirl Networks","SoftBank Capital"
"20452","Swirl Networks","Twitter Ventures"
"20453","Swish Analytics","LA Dodgers Sports & Entertainment Accelerator with R/GA"
"20454","Switch Automation","Scale Investors"
"20455","Switch Communications, Inc.","Amasia"
"20456","Switch Communications, Inc.","Andreessen Horowitz"
"20457","Switch Communications, Inc.","Felicis Ventures"
"20458","Switch Communications, Inc.","Google Ventures"
"20459","Switch Communications, Inc.","SoftBank"
"20460","Switch Communications, Inc.","Work-Bench"
"20461","SWORD Health","Braintrust"
"20462","SWORD Health","New Ventures"
"20463","Swrve","Acero Capital"
"20464","Swrve","Atlantic Bridge"
"20465","Swrve","Evolution Media Partners"
"20466","Swrve","Ireland Strategic Investment Fund (ISIF)"
"20467","Swrve","TPG Growth"
"20468","Swytch","Angel Investment Network."
"20469","Swytch","Arnault Olivier"
"20470","Swytch","Gananath Ediriwira"
"20471","Swytch","James Hilton"
"20472","Swytch","Neil Hutchinson"
"20473","Swytch","Neon Adventures"
"20474","Swytch","Nick Berry"
"20475","Swytch","Nidhi Surana"
"20476","Swytch","Nimesh Sanghrajka"
"20477","Swytch","Shiv Matharu"
"20478","Swytch","Simon Lehnis"
"20479","Swytch","Stéphane Derône"
"20480","Swytch","Yannick Roux"
"20481","SXT Learning","Chinaccelerator"
"20482","SXT Learning","SOSV"
"20483","Symbiomix Therapeutics","F-Prime Capital Partners"
"20484","Symbiomix Therapeutics","HBM Partners"
"20485","Symbiomix Therapeutics","OrbiMed Advisors"
"20486","Symbiomix Therapeutics","Square 1 Bank"
"20487","Symbiont","Atlantic Merchant Capital"
"20488","Symbiont","Celeridem Capital Management"
"20489","Symic Biomedical","Lilly Ventures"
"20490","Symic Biomedical","National Institutes of Health"
"20491","Symphogen","Novo A/S"
"20492","Symphogen","The Danish Pension Fund PKA"
"20493","Symphony","Bank of America"
"20494","Symphony","Citigroup"
"20495","Symphony","Goldman Sachs"
"20496","Symphony","Google"
"20497","Symphony","Lakestar"
"20498","Symphony","Merus Capital"
"20499","Symphony","Natixis"
"20500","Symphony","Societe Generale"
"20501","Symphony","UBS"
"20502","Symphony","Wells Fargo & Company"
"20503","Symu.co","SpeedUp Venture Capital Group"
"20504","Synack","GGV Capital"
"20505","Synack","Google Ventures"
"20506","Synack","Greylock Partners"
"20507","Synack","Icon Ventures"
"20508","Synack","Kleiner Perkins Caufield & Byers"
"20509","Synap","Baird Capital"
"20510","Synap","KGC Capital"
"20511","Synapbox","Wayra"
"20512","syncalike","Matthew C. James"
"20513","Syncano","Amena AS"
"20514","Syncano","Berger Associates"
"20515","SynchroPET","Accelerate Long Island"
"20516","SynchroPET","Long Island Angel Network"
"20517","SynchroPET","New York Angels"
"20518","SynchroPET","the Long Island Emerging technologies Fund (LIETF)"
"20519","SynchroPET","Topspin Partners"
"20520","SyncSpot","Collider"
"20521","SyncUI","Startup Wise Guys"
"20522","Syncurity","Michael W. Wellman"
"20523","Syndax Pharmaceuticals","Arrowpoint Partners"
"20524","Syndax Pharmaceuticals","BioMed Ventures"
"20525","Syndax Pharmaceuticals","Cormorant Asset Management"
"20526","Syndax Pharmaceuticals","Delos Capital"
"20527","Syndax Pharmaceuticals","Domain Associates"
"20528","Syndax Pharmaceuticals","EcoR1 Capital"
"20529","Syndax Pharmaceuticals","Fidelity Management & Research"
"20530","Syndax Pharmaceuticals","Forward Ventures"
"20531","Syndax Pharmaceuticals","Jennison Associates"
"20532","Syndax Pharmaceuticals","MPM Capital"
"20533","Syndax Pharmaceuticals","OrbiMed"
"20534","Syndax Pharmaceuticals","RusnanoMedInvest"
"20535","Syndax Pharmaceuticals","Tavistock Life Sciences"
"20536","SyndicateRoom","SyndicateRoom"
"20537","Synereca Pharmaceuticals","Accele Biopharma"
"20538","Synereca Pharmaceuticals","Accele Venture Partners"
"20539","Synereca Pharmaceuticals","i2E"
"20540","Synereca Pharmaceuticals","Oklahoma Seed Capital Fund"
"20541","Synergis Education","Bertelsmann"
"20542","SynerScope","Mangrove Capital Partners"
"20543","Synoste Oy","Finnvera Venture Capital"
"20544","Synoste Oy","High-Tech Grunderfonds"
"20545","Synoste Oy","Lifeline Ventures"
"20546","Synoste Oy","Mectalent Oy"
"20547","Synoste Oy","Metsola Ventures"
"20548","Synoste Oy","Petri Pöyhönen"
"20549","Synpromics Ltd","Calculus Capital"
"20550","SYNQ","Akershus Teknologifond"
"20551","SYNQ","Per Hove"
"20552","Sysdig","Accel"
"20553","Sysdig","Bain Capital Ventures"
"20554","Sywork","Y Combinator"
"20555","TabbedOut","Morgan Creek Capital Management"
"20556","TabbedOut","New Enterprise Associates"
"20557","TabbedOut","Wellington Management"
"20558","TableApp","500 Startups"
"20559","TableApp","Kathrein Ventures"
"20560","TableApp","Sea Unicorn"
"20561","Tablelist Inc","SM Ventures"
"20562","Taboola","Advance Publications"
"20563","Taboola","Carlo de Benedetti"
"20564","Taboola","Comcast Ventures"
"20565","Taboola","Daily Mail"
"20566","Taboola","Fidelity Management & Research"
"20567","Taboola","Groupe Arnault"
"20568","Taboola","Marker"
"20569","Taboola","Yahoo! JAPAN"
"20570","TabTrader","Rockstart"
"20571","Tachyon Nexus","Andreessen Horowitz"
"20572","Tachyus","Caffeinated Capital"
"20573","Tachyus","Founders Fund"
"20574","Tachyus","Raymond Tonsing"
"20575","Tachyus","Streamlined Ventures"
"20576","Tachyus","Struck Capital"
"20577","Tachyus","Titan Partners Holdings LLC"
"20578","Tackk","ff Venture Capital"
"20579","Tackl","Digital Entertainment Ventures (DEV)"
"20580","Tacterion","TechFounders"
"20581","tado°","BayBG"
"20582","tado°","Shortcut Ventures GmbH"
"20583","tado°","Siemens Venture Capital"
"20584","tado°","Statkraft Ventures"
"20585","tado°","Target Partners"
"20586","Taembe.com","Binh Tran"
"20587","Taembe.com","Eddie Thai"
"20588","Taembe.com","Swiss Founders Fund"
"20589","Tagasauris, Inc.","Plan B Ventures"
"20590","Tagasauris, Inc.","SeedInvest"
"20591","Tagless Style","XCelerate Capital"
"20592","TAI Diagnostics","Venture Investors"
"20593","Tailster","EC1 Capital Ltd"
"20594","Take & Make","UpWest Labs"
"20595","Take Eat Easy","DN Capital"
"20596","Take Eat Easy","Eight Roads Ventures"
"20597","Take Eat Easy","Piton Capital"
"20598","Take Eat Easy","Rocket Internet"
"20599","Takestock","Ascension Ventures Limited"
"20600","Takestock","Finance Birmingham"
"20601","Takestock","The FSE Group"
"20602","Takumi","Hambro Perks Ltd."
"20603","Tal Medical","PureTech Ventures"
"20604","Talena","Canaan Partners"
"20605","Talena","Intel Capital"
"20606","Talena","ONSET Ventures"
"20607","Talent Clue","Bankinter’s venture"
"20608","Talent Clue","Cartera de Inversiones CM"
"20609","Talent Clue","Faraday Venture Partners"
"20610","Talent Clue","IESE BAN"
"20611","Talent Clue","Inveready First Capital"
"20612","Talent Clue","Sitka Capital"
"20613","Talent.io","Alven Capital"
"20614","Talent.io","Celine Lazorthes"
"20615","Talent.io","Elaia Partners"
"20616","Talent.io","Oleg Tscheltzoff"
"20617","Talent.io","Olivier Sirven"
"20618","Talent.io","Thierry Petit"
"20619","Talent.io","Ventech"
"20620","Talenta","East Ventures"
"20621","Talenta","Fenox Venture Capital"
"20622","TalentIQ","Acceleprise San Francisco"
"20623","TalentIQ","Acceleprise Ventures"
"20624","TalentKode","Galvanize Ventures"
"20625","Talentrack","Unigrowth"
"20626","TalentSoft","Goldman Sachs"
"20627","Tales2Go","Maryland Venture Fund"
"20628","Tales2Go","NewSchools Venture Fund"
"20629","Talkdesk","Draper Fisher Jurvetson (DFJ)"
"20630","Talkdesk","Salesforce Ventures"
"20631","Talkdesk","Storm Ventures"
"20632","Talkie","Wayra"
"20633","Talking Bookz","Nicolas Waern"
"20634","Talkpush","Seedcamp"
"20635","Talkpush","Stein Jakob Oeie"
"20636","Talkpush","Tom Beecroft"
"20637","Talkspace","Firstime Venture Capital"
"20638","Talkspace","SoftBank"
"20639","Talkspace","Spark Capital"
"20640","Tallenge","Microsoft Ventures"
"20641","Tamatem Inc.","Kima Ventures"
"20642","Tamr","Google Ventures"
"20643","Tamr","Hewlett Packard Ventures"
"20644","Tamr","MassMutual Ventures"
"20645","Tamr","New Enterprise Associates"
"20646","Tamr","SineWave Ventures"
"20647","Tamr","Thomson Reuters"
"20648","Tamr","Work-Bench"
"20649","Tango Analytics","Frontier Capital"
"20650","Tango Management Consulting","Frontier Capital"
"20651","Tanium","Andreessen Horowitz"
"20652","Tanium","Franklin Templeton Investments"
"20653","Tanium","Geodesic Capital"
"20654","Tanium","IVP"
"20655","Tanium","TPG"
"20656","Tantan","Bertelsmann Asia Investment Fund"
"20657","Tanvas","Northwestern University"
"20658","Tanvas","PEAK6 Investments"
"20659","Tanvas","R7 Partners"
"20660","Taoshijie","Mogujie"
"20661","Taoshijie","Source Code Capital"
"20662","Tapad","Avalon Ventures"
"20663","Tapad","Blue Cloud Ventures"
"20664","Tapad","Firsthand Technology Value Fund"
"20665","Tapad","FirstMark Capital"
"20666","Tapad","G&H Partners"
"20667","Tapad","Knight Enterprise Fund"
"20668","Tapad","Silicon Valley Bank"
"20669","Tapad","Zanadu Capital Partners"
"20670","TapGenes","Blueprint Health"
"20671","Tapingo","Carmel Ventures"
"20672","Tapingo","DCM Ventures"
"20673","Tapingo","Khosla Ventures"
"20674","Tapingo","Kinzon Capital"
"20675","Tapingo","Qualcomm Ventures"
"20676","Tapiture","Jaws Ventures"
"20677","Tapiture","Maurice Marciano"
"20678","Tapiture","RiverPark Ventures"
"20679","Tapiture","Singularity Holdings"
"20680","Tapiture","Singularity Investments"
"20681","Tapiture","Structure Fund"
"20682","Tapiture","United Talent Agency"
"20683","Taplet","Michael Levine"
"20684","Taplet","Michael Rubin"
"20685","Taplet","Russell Simmons"
"20686","Taplytics","Aaron Harris"
"20687","Taplytics","ACE & Company"
"20688","Taplytics","Alexis Ohanian"
"20689","Taplytics","Daniel Debow"
"20690","Taplytics","Farhan Thawar"
"20691","Taplytics","Garry Tan"
"20692","Taplytics","Jean Pigozzi"
"20693","Taplytics","Jonathan Lister"
"20694","Taplytics","Justin Kan"
"20695","Taplytics","Kevin Hale"
"20696","Taplytics","Mark Pincus"
"20697","Taplytics","Matt Cutts"
"20698","Taplytics","Paul Buchheit"
"20699","Taplytics","Roger Martin"
"20700","Taplytics","Y Combinator"
"20701","Tappp","Transmedia Capital"
"20702","taptl","Prosper"
"20703","tapu.com","Aslanoba Capital"
"20704","Tapway","SEGNEL Ventures"
"20705","Taragenyx","Kelvin Capital"
"20706","Taragenyx","Lancaster Capital"
"20707","Taragenyx","Scottish Investment Bank"
"20708","Taranis","Microsoft Ventures"
"20709","Target Data","Square 1 Bank"
"20710","TargetVision","SeedSumo"
"20711","TARIS Biomedical","Flagship Ventures"
"20712","TARIS Biomedical","Polaris Partners"
"20713","TARIS Biomedical","RA Capital Management"
"20714","Tascent","Tano Capital"
"20715","Taskbob","Mayfield Fund"
"20716","Taskbob","Orios Venture Partners"
"20717","Taskbucks","Times Internet"
"20718","TaskSpotting Inc.","MVI (MENA Venture Investments)"
"20719","TaskUs","Navegar"
"20720","Tasting Collective","FOOD-X"
"20721","Tasting Collective","SOSV"
"20722","Tata’s Natural Alchemy","Alliance Consumer Growth"
"20723","Tatilbudur","MCI Capital SA"
"20724","Taulia","Zouk Capital LLP"
"20725","Tausendkind","Capnamic Ventures"
"20726","Tausendkind","HR Ventures"
"20727","Tausendkind","IBB Beteiligungsgesellschaft"
"20728","Tausendkind","Iris Capital"
"20729","Tausendkind","MGO Digital Ventures"
"20730","Tausendkind","Nicole Junkermann"
"20731","Tausendkind","PDV Inter-Media Venture"
"20732","Tausendkind","Rheinische Post Mediengruppe"
"20733","Tava Indian Kitchen","Agilic Capital"
"20734","Tava Indian Kitchen","CircleUp"
"20735","Tava Indian Kitchen","David Prokupek"
"20736","Tava Indian Kitchen","Kensington Capital Partners Limited"
"20737","Tavaga","Ashish Goenka"
"20738","TaxSutra","V Balakrishnan"
"20739","Taykey","Innovation Endeavors"
"20740","Taykey","Marker"
"20741","Taykey","Sequoia Capital"
"20742","Taykey","SoftBank Capital"
"20743","Taykey","Tenaya Capital"
"20744","Tbit Sistemas","Inseed Investimentos"
"20745","Teabox","Accel"
"20746","Teabox","Dragoneer Investment Group"
"20747","Teabox","JAFCO Asia"
"20748","Teabox","Keystone Group"
"20749","Teachable","AngelList"
"20750","Teachable","Atlas Venture"
"20751","Teads","Bank of China"
"20752","Teads","blisce/"
"20753","Teads","Bpifrance"
"20754","Teads","Elaia Partners"
"20755","Teads","Gimv"
"20756","Teads","HSBC"
"20757","Teads","Partech Ventures"
"20758","Teads","Viola Credit"
"20759","Tealium","Bain Capital Ventures"
"20760","Tealium","Battery Ventures"
"20761","Tealium","Georgian Partners"
"20762","Tealium","Presidio Ventures"
"20763","Tealium","Tenaya Capital"
"20764","Team Spirit","Draper Nexus Ventures"
"20765","Team Spirit","Nippon Venture Capital"
"20766","Team Spirit","Salesforce"
"20767","Team8","Alcatel-Lucent"
"20768","Team8","Bessemer Venture Partners"
"20769","Team8","Cisco Investments"
"20770","Team8","Innovation Endeavors"
"20771","Team8","Marker"
"20772","Teambition","Gobi Partners"
"20773","Teambition","IDG Capital Partners"
"20774","Teambition","Northern Light Venture Capital"
"20775","Teambition","Vangoo Investment Partners"
"20776","teamguide.io","Ignite Accelerator"
"20777","Teamleader","Fortino Capital"
"20778","TeamNote","Cyberport Hong Kong"
"20779","Teamscope","CORFO"
"20780","TeamSnap","Crawley Ventures"
"20781","TeamSnap","Foundry Group"
"20782","TeamSnap","Northgate Capital"
"20783","TeamSnap","The Colorado Impact Fund"
"20784","TearLab Corporation","CRG"
"20785","TearSolutions","Center for Innovative Technology"
"20786","TearSolutions","LaunchCapital"
"20787","TearSolutions","Medarva Innovations"
"20788","TearSolutions","Santen Pharmaceutical"
"20789","Tech in Asia","Andrew Solimine"
"20790","Tech in Asia","East Ventures"
"20791","Tech in Asia","Eduardo Saverin"
"20792","Tech in Asia","Fenox Venture Capital"
"20793","Tech in Asia","M&S Partners"
"20794","Tech in Asia","Marvelstone"
"20795","Tech in Asia","SB ISAT"
"20796","Tech in Asia","Simile Venture Partners"
"20797","Tech in Asia","Walden International"
"20798","Tech2000","Boston Capital"
"20799","Teckst","Adam Press"
"20800","Teckst","Composite Capital Partners"
"20801","Teckst","Dan Porter"
"20802","Teckst","Gaingels"
"20803","Teckst","Kevin Mahaffey"
"20804","Teckst","Zelkova Ventures"
"20805","TecSport Games","Moneta Ventures"
"20806","Tectonic","Fortitude MB"
"20807","Tectonic","Salesforce Ventures"
"20808","Tectonic","Silicon Valley Bank"
"20809","Tees.co.id","500 Startups"
"20810","Tees.co.id","Badroni Yuzirman"
"20811","Teewe","India Quotient"
"20812","Teewe","Sequoia Capital"
"20813","Teforia","InnoSpring Seed Fund"
"20814","Teforia","Lemnos Labs"
"20815","Teforia","Upfront Ventures"
"20816","Teforia","Yves Sisteron"
"20817","Tegile Systems","August Capital"
"20818","Tegile Systems","Capricorn Investment Group"
"20819","Tegile Systems","Cross Creek Advisors"
"20820","Tegile Systems","Meritech Capital Partners"
"20821","Tegile Systems","Pine River Capital Management"
"20822","Tegile Systems","SanDisk Ventures"
"20823","Tegile Systems","Western Digital Technologies"
"20824","Teknopilot AS","Norwegian Film Institute"
"20825","Telectic","Imperial Innovations"
"20826","Telepathic","500 Startups"
"20827","Telepathic","Doug Feirstein"
"20828","Telepathic","Eric Ries"
"20829","Telepathic","flight.vc"
"20830","Telepathic","Foundation Capital"
"20831","Telepathic","Greylock Partners"
"20832","Telepathic","Jens Christensen"
"20833","Telepathic","Julian Farrior"
"20834","Telepathic","Justin Waldron"
"20835","Telepathic","Maneesh Arora"
"20836","Telepathic","Rick Marini"
"20837","Telepathic","Tom Ryan"
"20838","Telepathic","Yee Lee"
"20839","Telesense","Plug & Play Ventures"
"20840","Telesta Therapeutics","Boxer Capital"
"20841","Telesta Therapeutics","Consonance Capital Partners"
"20842","Telesta Therapeutics","Omega Funds"
"20843","Telink","Intel Capital"
"20844","Tella Firma","North Texas Angel Network"
"20845","Telltale Games","Granite Ventures"
"20846","Telltale Games","Lionsgate"
"20847","Telunjuk","Venturra Capital"
"20848","Temando","Neopost"
"20849","Tempered Networks","IDG Ventures USA"
"20850","Tempered Networks","Ignition Partners"
"20851","Templafy","Jesper Theill Eriksen"
"20852","Templafy","Preben Damgaard"
"20853","Templafy","Seed Capital"
"20854","Templafy","Sunstone Capital"
"20855","Temploy","PT Walden Global Services"
"20856","Tempo Automation","Bolt"
"20857","Tenable Network Security","Accel"
"20858","Tenable Network Security","Insight Venture Partners"
"20859","Tenant Turner","Altron"
"20860","Tenant Turner","Jim Cheng"
"20861","Tenant Turner","Lighthouse Labs"
"20862","Tenant Turner","Triad Retail Media"
"20863","Tenant Turner","Y Combinator"
"20864","Tender Greens","Alliance Consumer Growth"
"20865","Tender Greens","Union Square Hospitality Group"
"20866","Tenzing Managed IT Services","Eventi Capital Partners"
"20867","Teraco Data Environments","Barclays Investment Bank"
"20868","Teraki","Startupbootcamp"
"20869","TeraView","Samsung Ventures"
"20870","Teridion","JVP"
"20871","Teridion","Magma Venture Partners"
"20872","Teridion","SingTel Innov8"
"20873","Teritree Technologies","KCL, Inc. - Independent Consultant"
"20874","TERMINALFOUR","AIB Seed Capital Fund"
"20875","TERMINALFOUR","Investec"
"20876","Terminus","Arthur Ventures"
"20877","Terminus","Atlanta Ventures"
"20878","Terminus","David Cummings"
"20879","Terminus","Hyde Park Venture Partners"
"20880","Terminus","Knoll Ventures"
"20881","Terminus","Tim Kopp"
"20882","TermScout","REach"
"20883","TernPro","Bizdom Ventures"
"20884","TernPro","Venture for America"
"20885","TerraLUX","Crawley Ventures"
"20886","TerraLUX","Emerald Technology Ventures"
"20887","TerraLUX","EnerTech Capital"
"20888","TerraLUX","Generation Investment Management"
"20889","Terranova","Cosmos Holdings"
"20890","TerViva","Evans Properties"
"20891","TerViva","The Yield Lab"
"20892","TeskaLabs","Credo Ventures"
"20893","TeskaLabs","StartupYard"
"20894","TeskaLabs","Techstars"
"20895","Tesora","Converge Venture Partners"
"20896","Tesora","General Catalyst Partners"
"20897","Tesora","Point Judith Capital"
"20898","Tesora","Rho Canada Ventures"
"20899","Tespack","Startupbootcamp"
"20900","Tessemae's All Natural","Sagamore Ventures"
"20901","Test","Google"
"20902","test IO","Turn/River Capital"
"20903","Testin Technologies","Banyan Capital Partners"
"20904","Testin Technologies","Haiyin Venture Partners"
"20905","Testin Technologies","IDG Capital Partners"
"20906","TestingTime.com","investiere | Verve Capital Partners AG"
"20907","Testive","Bill Warner"
"20908","Testive","Cofounders Capital"
"20909","Testive","Dharmesh Shah"
"20910","Testive","Don McLagan"
"20911","Testive","Duke Angel Network"
"20912","Testive","Jean Hammond"
"20913","Testive","Triangle Angel Partners"
"20914","Testlio","Carman Chan"
"20915","Testlio","Carmen Chang"
"20916","Testlio","Dave Carlson"
"20917","Testlio","Don Douglas"
"20918","Testlio","Galvanize Ventures"
"20919","Testlio","Geekdom Fund I L.P."
"20920","Testlio","Jason Finger"
"20921","Testlio","Kyle Wild"
"20922","Testlio","Lew Moorman"
"20923","Testlio","Pat Matthews"
"20924","Testlio","Rob Taylor"
"20925","Testlio","Ryan Spraetz"
"20926","Testlio","Techstars Ventures"
"20927","Testlio","Yee Lee"
"20928","Testomato","StartupYard"
"20929","Tetra Discovery","Biosciences Research & Commercialization Center"
"20930","Tetra Discovery","Grand Angels"
"20931","Tetra Discovery","J &J Investments"
"20932","Tetra Discovery","Michigan"
"20933","Tetra Discovery","Muskegon Angels"
"20934","TetraScience, Inc.","Digital Science"
"20935","TetraScience, Inc.","Rough Draft Ventures"
"20936","Textio","Bloomberg Beta"
"20937","Textio","Cowboy Ventures"
"20938","Textio","Kent Goldman"
"20939","Textio","Upside Partnership"
"20940","Textizen","Ben Franklin Technology Partners of Southeastern Pennsylvania"
"20941","TextMaster","Alven Capital"
"20942","TextMaster","eFounders"
"20943","TextMaster","Serena Capital"
"20944","textPlus","Kleiner Perkins Caufield & Byers"
"20945","textPlus","Matrix Partners"
"20946","TGMatrix Limited","SyndicateRoom"
"20947","The ADEX","Capnamic Ventures"
"20948","The ADEX","Iris Capital"
"20949","The Arctic","Norwegian Film Institute"
"20950","The Assets","Go Beyond Investing"
"20951","The Assets","Philippe Vigneau"
"20952","The Beatpacking Company","Altos Ventures"
"20953","The Beatpacking Company","Bokwang Investment"
"20954","The Beatpacking Company","Capstone Partners Korea"
"20955","The Beatpacking Company","IMM Investment"
"20956","The Beatpacking Company","LB Investment"
"20957","The Beatpacking Company","MYSTIC Entertainment"
"20958","The Beatpacking Company","Neowiz Investment"
"20959","The Beatpacking Company","Suprema Investment"
"20960","The Better India","Intellecap Impact Investment Network"
"20961","The Better Software Company","ff Venture Capital"
"20962","The Better Software Company","L-SPARK"
"20963","The Better Software Company","Mistral Venture Partners"
"20964","The Black Tux","First Round"
"20965","The Black Tux","Menlo Ventures"
"20966","The Black Tux","Stripes Group"
"20967","The Black Tux","The Raine Group"
"20968","The Business of Fashion","Felix Capital"
"20969","The Culture Trip","Con Gornell"
"20970","The Culture Trip","Eros"
"20971","The Culture Trip","Gordon Crawford"
"20972","The Culture Trip","Mark Denning"
"20973","The Culture Trip","Pierre Barbe"
"20974","The Culture Trip","Richard Lampert"
"20975","The Culture Trip","Wim Bushell"
"20976","The Curious AI Company","Balderton Capital"
"20977","The Curious AI Company","Invus"
"20978","The Curious AI Company","Lifeline Ventures"
"20979","The Diabetic Boot Company","SyndicateRoom"
"20980","The Dodo","Berggruen Holdings"
"20981","The Dodo","David Stern"
"20982","The Dodo","Greycroft Partners"
"20983","The Dodo","Lerer Hippeau Ventures"
"20984","The Dodo","SBNY"
"20985","The Dodo","SoftBank"
"20986","The Dyrt","Telluride Venture Accelerator"
"20987","The Eastman Egg Company","Jumpstart Ventures"
"20988","The EduCloud","Marvelstone"
"20989","The Electrospinning Company Limited","SyndicateRoom"
"20990","The Fabulous","Microsoft Ventures"
"20991","The Good Jobs","Angels on the Water"
"20992","The Good Jobs","Anne Nimke"
"20993","The Good Jobs","BrightStar Wisconsin Foundation"
"20994","the grafter","Wayra"
"20995","The Grid","Stonewood Investors"
"20996","The Guardian","John S. and James L. Knight Foundation"
"20997","The History Project","Altpoint Ventures"
"20998","The History Project","Matter"
"20999","The History Project","Matthew Siegel"
"21000","The History Project","The New York Times"
"21001","The Home Salon","VentureNursery"
"21002","The Hub pharmacy","Bridges Ventures"
"21003","The Huffington Post Australia","Fairfax Digital Ventures"
"21004","The Influential Network","Michael Tedesco"
"21005","The Influential Network","Raven Ventures Australia"
"21006","The League","Allen DeBevoise"
"21007","The League","Cowboy Ventures"
"21008","The League","IDG Ventures USA"
"21009","The League","Jon Vlassopulos"
"21010","The League","Mark Leslie"
"21011","The League","Naomi Gleit"
"21012","The League","Peter Kelly"
"21013","The League","Roman Feola"
"21014","The League","Russ Siegelman"
"21015","The League","Sherpa Capital"
"21016","The League","Structure Capital"
"21017","The League","Third Wave Digital"
"21018","The League","XSeed Capital"
"21019","The Little Black Book","Aseem Vadehra"
"21020","The Little Black Book","Niraj Singh"
"21021","The Little Black Book","Rajan Anandan"
"21022","The Little Black Book","Sachin Bhatia"
"21023","The Little Black Book","Singapore Angel Network"
"21024","The Luneau Technology Group","Amundi Private Equity Funds"
"21025","The Luneau Technology Group","BNP Paribas"
"21026","The Luneau Technology Group","MML Capital Partners"
"21027","The Luneau Technology Group","Omnes Capital"
"21028","The Luxury Closet","Abu Dhabi Media Company"
"21029","The Luxury Closet","Middle East Venture Partners (MEVP)"
